index,tag1,tag2,tag3,tag4,tag5,article
18,道路运输经营,客运,,,,班线客运经营者取得道路运输经营许可证后，应当向公众连续提供运输服务，不得擅自暂停、终止或者转让班线运输。
19,道路运输经营,客运,,,,从事包车客运的，应当按照约定的起始地、目的地和线路运输。从事旅游客运的，应当在旅游区域按照旅游线路运输。
20,道路运输经营,客运,,,,客运经营者不得强迫旅客乘车，不得甩客、敲诈旅客；不得擅自更换运输车辆。
21,道路运输经营,客运,,,,客运经营者在运输过程中造成旅客人身伤亡，行李毁损、灭失，当事人对赔偿数额有约定的，依照其约定；没有约定的，参照国家有关港口间海上旅客运输和铁路旅客运输赔偿责任限额的规定办理。
22,道路运输经营,货运,,,,申请从事货运经营的，应当具备下列条件：(一)有与其经营业务相适应并经检测合格的车辆；(二)有符合本条例规定条件的驾驶人员；(三)有健全的安全生产管理制度。
23,道路运输经营,货运,,,,从事货运经营的驾驶人员，应当符合下列条件：(一)取得相应的机动车驾驶证；(二)年龄不超过60周岁；(三)经设区的市级道路运输管理机构对有关货运法律法规、机动车维修和货物装载保管基本知识考试合格。
24,道路运输经营,货运,,,,申请从事危险货物运输经营的，还应当具备下列条件：(一)有5辆以上经检测合格的危险货物运输专用车辆、设备；(二)有经所在地设区的市级人民政府交通主管部门考试合格，取得上岗资格证的驾驶人员、装卸管理人员、押运人员；(三)危险货物运输专用车辆配有必要的通讯工具；(四)有健全的安全生产管理制度。
25,道路运输经营,货运,,,,申请从事货运经营的，应当按照下列规定提出申请并分别提交符合本条例第二十二条、第二十四条规定条件的相关材料：(一)从事危险货物运输经营以外的货运经营的，向县级道路运输管理机构提出申请；(二)从事危险货物运输经营的，向设区的市级道路运输管理机构提出申请。依照前款规定收到申请的道路运输管理机构，应当自受理申请之日起20日内审查完毕，作出许可或者不予许可的决定。予以许可的，向申请人颁发道路运输经营许可证，并向申请人投入运输的车辆配发车辆营运证；不予许可的，应当书面通知申请人并说明理由。货运经营者应当持道路运输经营许可证依法向工商行政管理机关办理有关登记手续。
26,道路运输经营,货运,,,,货运经营者不得运输法律、行政法规禁止运输的货物。法律、行政法规规定必须办理有关手续后方可运输的货物，货运经营者应当查验有关手续。
27,道路运输经营,货运,,,,国家鼓励货运经营者实行封闭式运输，保证环境卫生和货物运输安全。货运经营者应当采取必要措施，防止货物脱落、扬撒等。运输危险货物应当采取必要措施，防止危险货物燃烧、爆炸、辐射、泄漏等。
28,道路运输经营,货运,,,,运输危险货物应当配备必要的押运人员，保证危险货物处于押运人员的监管之下，并悬挂明显的危险货物运输标志。托运危险货物的，应当向货运经营者说明危险货物的品名、性质、应急处置方法等情况，并严格按照国家有关规定包装，设置明显标志。
29,道路运输经营,客运和货运的共同规定,,,,客运经营者、货运经营者应当加强对从业人员的安全教育、职业道德教育，确保道路运输安全。道路运输从业人员应当遵守道路运输操作规程，不得违章作业。驾驶人员连续驾驶时间不得超过4个小时。
30,道路运输经营,客运和货运的共同规定,,,,生产(改装)客运车辆、货运车辆的企业应当按照国家规定标定车辆的核定人数或者载重量，严禁多标或者少标车辆的核定人数或者载重量。客运经营者、货运经营者应当使用符合国家规定标准的车辆从事道路运输经营。
31,道路运输经营,客运和货运的共同规定,,,,客运经营者、货运经营者应当加强对车辆的维护和检测，确保车辆符合国家规定的技术标准；不得使用报废的、擅自改装的和其他不符合国家规定的车辆从事道路运输经营。
32,道路运输经营,客运和货运的共同规定,,,,客运经营者、货运经营者应当制定有关交通事故、自然灾害以及其他突发事件的道路运输应急预案。应急预案应当包括报告程序、应急指挥、应急车辆和设备的储备以及处置措施等内容。
33,道路运输经营,客运和货运的共同规定,,,,发生交通事故、自然灾害以及其他突发事件，客运经营者和货运经营者应当服从县级以上人民政府或者有关部门的统一调度、指挥。
34,道路运输经营,客运和货运的共同规定,,,,道路运输车辆应当随车携带车辆营运证，不得转让、出租。
35,道路运输经营,客运和货运的共同规定,,,,道路运输车辆运输旅客的，不得超过核定的人数，不得违反规定载货；运输货物的，不得运输旅客，运输的货物应当符合核定的载重量，严禁超载；载物的长、宽、高不得违反装载要求。违反前款规定的，由公安机关交通管理部门依照《中华人民共和国道路交通安全法》的有关规定进行处罚。
36,道路运输经营,客运和货运的共同规定,,,,客运经营者、危险货物运输经营者应当分别为旅客或者危险货物投保承运人责任险。
37,道路运输相关业务,,,,,申请从事道路运输站(场)经营的，应当具备下列条件：(一)有经验收合格的运输站(场)；(二)有相应的专业人员和管理人员；(三)有相应的设备、设施；(四)有健全的业务操作规程和安全管理制度。
38,道路运输相关业务,,,,,申请从事机动车维修经营的，应当具备下列条件：(一)有相应的机动车维修场地；(二)有必要的设备、设施和技术人员；(三)有健全的机动车维修管理制度；(四)有必要的环境保护措施。
39,道路运输相关业务,,,,,申请从事机动车驾驶员培训的，应当具备下列条件：(一)有健全的培训机构和管理制度；(二)有与培训业务相适应的教学人员、管理人员；(三)有必要的教学车辆和其他教学设施、设备、场地。
40,道路运输相关业务,,,,,申请从事道路运输站(场)经营、机动车维修经营和机动车驾驶员培训业务的，应当向所在地县级道路运输管理机构提出申请，并分别附送符合本条例第三十七条、第三十八条、第三十九条规定条件的相关材料。县级道路运输管理机构应当自受理申请之日起15日内审查完毕，作出许可或者不予许可的决定，并书面通知申请人。道路运输站(场)经营者、机动车维修经营者和机动车驾驶员培训机构，应当持许可证明依法向工商行政管理机关办理有关登记手续。
41,道路运输相关业务,,,,,道路运输站(场)经营者应当对出站的车辆进行安全检查，禁止无证经营的车辆进站从事经营活动，防止超载车辆或者未经安全检查的车辆出站。道路运输站(场)经营者应当公平对待使用站(场)的客运经营者和货运经营者，无正当理由不得拒绝道路运输车辆进站从事经营活动。道路运输站(场)经营者应当向旅客和货主提供安全、便捷、优质的服务；保持站(场)卫生、清洁；不得随意改变站(场)用途和服务功能。
42,道路运输相关业务,,,,,道路旅客运输站(场)经营者应当为客运经营者合理安排班次，公布其运输线路、起止经停站点、运输班次、始发时间、票价，调度车辆进站、发车，疏导旅客，维持上下车秩序。道路旅客运输站(场)经营者应当设置旅客购票、候车、行李寄存和托运等服务设施，按照车辆核定载客限额售票，并采取措施防止携带危险品的人员进站乘车。
43,道路运输相关业务,,,,,道路货物运输站(场)经营者应当按照国务院交通主管部门规定的业务操作规程装卸、储存、保管货物。
44,道路运输相关业务,,,,,机动车维修经营者应当按照国家有关技术规范对机动车进行维修，保证维修质量，不得使用假冒伪劣配件维修机动车。机动车维修经营者应当公布机动车维修工时定额和收费标准，合理收取费用。
45,道路运输相关业务,,,,,机动车维修经营者对机动车进行二级维护、总成修理或者整车修理的，应当进行维修质量检验。检验合格的，维修质量检验人员应当签发机动车维修合格证。机动车维修实行质量保证期制度。质量保证期内因维修质量原因造成机动车无法正常使用的，机动车维修经营者应当无偿返修。机动车维修质量保证期制度的具体办法，由国务院交通主管部门制定。
46,道路运输相关业务,,,,,机动车维修经营者不得承修已报废的机动车，不得擅自改装机动车。
47,道路运输相关业务,,,,,机动车驾驶员培训机构应当按照国务院交通主管部门规定的教学大纲进行培训，确保培训质量。培训结业的，应当向参加培训的人员颁发培训结业证书。
48,国际道路运输,,,,,国务院交通主管部门应当及时向社会公布中国政府与有关国家政府签署的双边或者多边道路运输协定确定的国际道路运输线路。
49,国际道路运输,,,,,申请从事国际道路运输经营的，应当具备下列条件：(一)依照本条例、第二十五条规定取得道路运输经营许可证的企业法人；(二)在国内从事道路运输经营满3年，且未发生重大以上道路交通责任事故。
50,国际道路运输,,,,,申请从事国际道路运输的，应当向省、自治区、直辖市道路运输管理机构提出申请并提交符合本条例第四十九条规定条件的相关材料。省、自治区、直辖市道路运输管理机构应当自受理申请之日起20日内审查完毕，作出批准或者不予批准的决定。予以批准的，应当向国务院交通主管部门备案；不予批准的，应当向当事人说明理由。国际道路运输经营者应当持批准文件依法向有关部门办理相关手续。
51,国际道路运输,,,,,中国国际道路运输经营者应当在其投入运输车辆的显著位置，标明中国国籍识别标志。外国国际道路运输经营者的车辆在中国境内运输，应当标明本国国籍识别标志，并按照规定的运输线路行驶；不得擅自改变运输线路，不得从事起止地都在中国境内的道路运输经营。
52,国际道路运输,,,,,在口岸设立的国际道路运输管理机构应当加强对出入口岸的国际道路运输的监督管理。
53,国际道路运输,,,,,外国国际道路运输经营者经国务院交通主管部门批准，可以依法在中国境内设立常驻代表机构。常驻代表机构不得从事经营活动。
54,执法监督,,,,,县级以上人民政府交通主管部门应当加强对道路运输管理机构实施道路运输管理工作的指导监督。
55,执法监督,,,,,道路运输管理机构应当加强执法队伍建设，提高其工作人员的法制、业务素质。道路运输管理机构的工作人员应当接受法制和道路运输管理业务培训、考核，考核不合格的，不得上岗执行职务。
56,执法监督,,,,,上级道路运输管理机构应当对下级道路运输管理机构的执法活动进行监督。道路运输管理机构应当建立健全内部监督制度，对其工作人员执法情况进行监督检查。
57,执法监督,,,,,道路运输管理机构及其工作人员执行职务时，应当自觉接受社会和公民的监督。
58,执法监督,,,,,道路运输管理机构应当建立道路运输举报制度，公开举报电话号码、通信地址或者电子邮件信箱。任何单位和个人都有权对道路运输管理机构的工作人员滥用职权、徇私舞弊的行为进行举报。交通主管部门、道路运输管理机构及其他有关部门收到举报后，应当依法及时查处。
59,执法监督,,,,,道路运输管理机构的工作人员应当严格按照职责权限和程序进行监督检查，不得乱设卡、乱收费、乱罚款。道路运输管理机构的工作人员应当重点在道路运输及相关业务经营场所、客货集散地进行监督检查。道路运输管理机构的工作人员在公路路口进行监督检查时，不得随意拦截正常行驶的道路运输车辆。
60,执法监督,,,,,道路运输管理机构的工作人员实施监督检查时，应当有2名以上人员参加，并向当事人出示执法证件。
61,执法监督,,,,,道路运输管理机构的工作人员实施监督检查时，可以向有关单位和个人了解情况，查阅、复制有关资料。但是，应当保守被调查单位和个人的商业秘密。被监督检查的单位和个人应当接受依法实施的监督检查，如实提供有关资料或者情况。
62,执法监督,,,,,道路运输管理机构的工作人员在实施道路运输监督检查过程中，发现车辆超载行为的，应当立即予以制止，并采取相应措施安排旅客改乘或者强制卸货。
63,执法监督,,,,,道路运输管理机构的工作人员在实施道路运输监督检查过程中，对没有车辆营运证又无法当场提供其他有效证明的车辆予以暂扣的，应当妥善保管，不得使用，不得收取或者变相收取保管费用。
64,法律责任,,,,,违反本条例的规定，未取得道路运输经营许可，擅自从事道路运输经营的，由县级以上道路运输管理机构责令停止经营；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上10万元以下的罚款；构成犯罪的，依法追究刑事责任。
65,法律责任,,,,,不符合本条例第九条、第二十三条规定条件的人员驾驶道路运输经营车辆的，由县级以上道路运输管理机构责令改正，处200元以上2000元以下的罚款；构成犯罪的，依法追究刑事责任。
66,法律责任,,,,,违反本条例的规定，未经许可擅自从事道路运输站(场)经营、机动车维修经营、机动车驾驶员培训的，由县级以上道路运输管理机构责令停止经营；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足1万元的，处2万元以上5万元以下的罚款；构成犯罪的，依法追究刑事责任。
67,法律责任,,,,,违反本条例的规定，客运经营者、货运经营者、道路运输相关业务经营者非法转让、出租道路运输许可证件的，由县级以上道路运输管理机构责令停止违法行为，收缴有关证件，处2000元以上1万元以下的罚款；有违法所得的，没收违法所得。
68,法律责任,,,,,违反本条例的规定，客运经营者、危险货物运输经营者未按规定投保承运人责任险的，由县级以上道路运输管理机构责令限期投保；拒不投保的，由原许可机关吊销道路运输经营许可证。
69,法律责任,,,,,违反本条例的规定，客运经营者、货运经营者不按照规定携带车辆营运证的，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。
70,法律责任,,,,,违反本条例的规定，客运经营者、货运经营者有下列情形之一的，由县级以上道路运输管理机构责令改正，处1000元以上3000元以下的罚款；情节严重的，由原许可机关吊销道路运输经营许可证：(一)不按批准的客运站点停靠或者不按规定的线路、公布的班次行驶的；(二)强行招揽旅客、货物的；(三)在旅客运输途中擅自变更运输车辆或者将旅客移交他人运输的；(四)未报告原许可机关，擅自终止客运经营的；(五)没有采取必要措施防止货物脱落、扬撒等的。
71,法律责任,,,,,违反本条例的规定，客运经营者、货运经营者不按规定维护和检测运输车辆的，由县级以上道路运输管理机构责令改正，处1000元以上5000元以下的罚款。违反本条例的规定，客运经营者、货运经营者擅自改装已取得车辆营运证的车辆的，由县级以上道路运输管理机构责令改正，处5000元以上2万元以下的罚款。
72,法律责任,,,,,违反本条例的规定，道路运输站(场)经营者允许无证经营的车辆进站从事经营活动以及超载车辆、未经安全检查的车辆出站或者无正当理由拒绝道路运输车辆进站从事经营活动的，由县级以上道路运输管理机构责令改正，处1万元以上3万元以下的罚款。违反本条例的规定，道路运输站(场)经营者擅自改变道路运输站(场)的用途和服务功能，或者不公布运输线路、起止经停站点、运输班次、始发时间、票价的，由县级以上道路运输管理机构责令改正；拒不改正的，处3000元的罚款；有违法所得的，没收违法所得。
73,法律责任,,,,,违反本条例的规定，机动车维修经营者使用假冒伪劣配件维修机动车，承修已报废的机动车或者擅自改装机动车的，由县级以上道路运输管理机构责令改正；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足1万元的，处2万元以上5万元以下的罚款，没收假冒伪劣配件及报废车辆；情节严重的，由原许可机关吊销其经营许可；构成犯罪的，依法追究刑事责任。
74,法律责任,,,,,违反本条例的规定，机动车维修经营者签发虚假的机动车维修合格证，由县级以上道路运输管理机构责令改正；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足3000元的，处5000元以上2万元以下的罚款；情节严重的，由原许可机关吊销其经营许可；构成犯罪的，依法追究刑事责任。
75,法律责任,,,,,违反本条例的规定，机动车驾驶员培训机构不严格按照规定进行培训或者在培训结业证书发放时弄虚作假的，由县级以上道路运输管理机构责令改正；拒不改正的，由原许可机关吊销其经营许可。
76,法律责任,,,,,违反本条例的规定，外国国际道路运输经营者未按照规定的线路运输，擅自从事中国境内道路运输或者未标明国籍识别标志的，由省、自治区、直辖市道路运输管理机构责令停止运输；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足1万元的，处3万元以上6万元以下的罚款。
77,法律责任,,,,,违反本条例的规定，道路运输管理机构的工作人员有下列情形之一的，依法给予行政处分；构成犯罪的，依法追究刑事责任：(一)不依照本条例规定的条件、程序和期限实施行政许可的；(二)参与或者变相参与道路运输经营以及道路运输相关业务的；(三)发现违法行为不及时查处的；(四)违反规定拦截、检查正常行驶的道路运输车辆的；(五)违法扣留运输车辆、车辆营运证的；(六)索取、收受他人财物，或者谋取其他利益的；(七)其他违法行为。
78,附则,,,,,内地与香港特别行政区、澳门特别行政区之间的道路运输，参照本条例的有关规定执行。
79,附则,,,,,外商可以依照有关法律、行政法规和国家有关规定，在中华人民共和国境内采用中外合资、中外合作、独资形式投资有关的道路运输经营以及道路运输相关业务。
80,附则,,,,,从事非经营性危险货物运输的，应当遵守本条例有关规定。
81,附则,,,,,道路运输管理机构依照本条例发放经营许可证件和车辆营运证，可以收取工本费。工本费的具体收费标准由省、自治区、直辖市人民政府财政部门、价格主管部门会同同级交通主管部门核定。
82,附则,,,,,出租车客运和城市公共汽车客运的管理办法由国务院另行规定。
83,附则,,,,,本条例自2004年7月1日起施行。
