index,tag1,tag2,tag3,tag4,tag5,article
46,分则,对违反政治纪律行为的处分,,,,通过网络、广播、电视、报刊、传单、书籍等，或者利用讲座、论坛、报告会、座谈会等方式，有下列行为之一，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）公开发表违背四项基本原则，违背、歪曲党的改革开放决策，或者其他有严重政治问题的文章、演说、宣言、声明等的； （二）妄议党中央大政方针，破坏党的集中统一的； （三）丑化党和国家形象，或者诋毁、诬蔑党和国家领导人、英雄模范，或者歪曲党的历史、中华人民共和国历史、人民军队历史的。 发布、播出、刊登、出版前款所列内容或者为上述行为提供方便条件的，对直接责任者和领导责任者，给予严重警告或者撤销党内职务处分；情节严重的，给予留党察看或者开除党籍处分。
47,分则,对违反政治纪律行为的处分,,,,制作、贩卖、传播第四十五条、第四十六条所列内容之一的书刊、音像制品、电子读物、网络音视频资料等，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 私自携带、寄递第四十五条、第四十六条所列内容之一的书刊、音像制品、电子读物等入出境，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。
48,分则,对违反政治纪律行为的处分,,,,在党内组织秘密集团或者组织其他分裂党的活动的，给予开除党籍处分。 参加秘密集团或者参加其他分裂党的活动的，给予留党察看或者开除党籍处分。
49,分则,对违反政治纪律行为的处分,,,,在党内搞团团伙伙、结党营私、拉帮结派、培植个人势力等非组织活动，或者通过搞利益交换、为自己营造声势等活动捞取政治资本的，给予严重警告或者撤销党内职务处分；导致本地区、本部门、本单位政治生态恶化的，给予留党察看或者开除党籍处分。
50,分则,对违反政治纪律行为的处分,,,,党员领导干部在本人主政的地方或者分管的部门自行其是，搞山头主义，拒不执行党中央确定的大政方针，甚至背着党中央另搞一套的，给予撤销党内职务、留党察看或者开除党籍处分。 落实党中央决策部署不坚决，打折扣、搞变通，在政治上造成不良影响或者严重后果的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。
51,分则,对违反政治纪律行为的处分,,,,对党不忠诚不老实，表里不一，阳奉阴违，欺上瞒下，搞两面派，做两面人，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
52,分则,对违反政治纪律行为的处分,,,,制造、散布、传播政治谣言，破坏党的团结统一的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 政治品行恶劣，匿名诬告，有意陷害或者制造其他谣言，造成损害或者不良影响的，依照前款规定处理。
53,分则,对违反政治纪律行为的处分,,,,擅自对应当由党中央决定的重大政策问题作出决定、对外发表主张的，对直接责任者和领导责任者，给予严重警告或者撤销党内职务处分；情节严重的，给予留党察看或者开除党籍处分。
54,分则,对违反政治纪律行为的处分,,,,不按照有关规定向组织请示、报告重大事项，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
55,分则,对违反政治纪律行为的处分,,,,干扰巡视巡察工作或者不落实巡视巡察整改要求，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
56,分则,对违反政治纪律行为的处分,,,,对抗组织审查，有下列行为之一的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）串供或者伪造、销毁、转移、隐匿证据的； （二）阻止他人揭发检举、提供证据材料的； （三）包庇同案人员的； （四）向组织提供虚假情况，掩盖事实的； （五）有其他对抗组织审查行为的。
57,分则,对违反政治纪律行为的处分,,,,组织、参加反对党的基本理论、基本路线、基本方略或者重大方针政策的集会、游行、示威等活动的，或者以组织讲座、论坛、报告会、座谈会等方式，反对党的基本理论、基本路线、基本方略或者重大方针政策，造成严重不良影响的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员或者以提供信息、资料、财物、场地等方式支持上述活动者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相被裹挟参加，经批评教育后确有悔改表现的，可以免予处分或者不予处分。 未经组织批准参加其他集会、游行、示威等活动，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
58,分则,对违反政治纪律行为的处分,,,,组织、参加旨在反对党的领导、反对社会主义制度或者敌视政府等组织的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
59,分则,对违反政治纪律行为的处分,,,,组织、参加会道门或者邪教组织的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相的参加人员，经批评教育后确有悔改表现的，可以免予处分或者不予处分。
60,分则,对违反政治纪律行为的处分,,,,从事、参与挑拨破坏民族关系制造事端或者参加民族分裂活动的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相被裹挟参加，经批评教育后确有悔改表现的，可以免予处分或者不予处分。 有其他违反党和国家民族政策的行为，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
61,分则,对违反政治纪律行为的处分,,,,组织、利用宗教活动反对党的路线、方针、政策和决议，破坏民族团结的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相被裹挟参加，经批评教育后确有悔改表现的，可以免予处分或者不予处分。 有其他违反党和国家宗教政策的行为，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
62,分则,对违反政治纪律行为的处分,,,,对信仰宗教的党员，应当加强思想教育，经党组织帮助教育仍没有转变的，应当劝其退党；劝而不退的，予以除名；参与利用宗教搞煽动活动的，给予开除党籍处分。
63,分则,对违反政治纪律行为的处分,,,,组织迷信活动的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 参加迷信活动，造成不良影响的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相的参加人员，经批评教育后确有悔改表现的，可以免予处分或者不予处分。
64,分则,对违反政治纪律行为的处分,,,,组织、利用宗族势力对抗党和政府，妨碍党和国家的方针政策以及决策部署的实施，或者破坏党的基层组织建设的，对策划者、组织者和骨干分子，给予开除党籍处分。 对其他参加人员，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 对不明真相被裹挟参加，经批评教育后确有悔改表现的，可以免予处分或者不予处分。
65,分则,对违反政治纪律行为的处分,,,,在国（境）外、外国驻华使（领）馆申请政治避难，或者违纪后逃往国（境）外、外国驻华使（领）馆的，给予开除党籍处分。 在国（境）外公开发表反对党和政府的文章、演说、宣言、声明等的，依照前款规定处理。 故意为上述行为提供方便条件的，给予留党察看或者开除党籍处分。
66,分则,对违反政治纪律行为的处分,,,,在涉外活动中，其言行在政治上造成恶劣影响，损害党和国家尊严、利益的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
67,分则,对违反政治纪律行为的处分,,,,不履行全面从严治党主体责任、监督责任或者履行全面从严治党主体责任、监督责任不力，给党组织造成严重损害或者严重不良影响的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
68,分则,对违反政治纪律行为的处分,,,,党员领导干部对违反政治纪律和政治规矩等错误思想和行为不报告、不抵制、不斗争，放任不管，搞无原则一团和气，造成不良影响的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
69,分则,对违反政治纪律行为的处分,,,,违反党的优良传统和工作惯例等党的规矩，在政治上造成不良影响的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
70,分则,对违反组织纪律行为的处分,,,,违反民主集中制原则，有下列行为之一的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分： （一）拒不执行或者擅自改变党组织作出的重大决定的； （二）违反议事规则，个人或者少数人决定重大问题的； （三）故意规避集体决策，决定重大事项、重要干部任免、重要项目安排和大额资金使用的； （四）借集体决策名义集体违规的。
71,分则,对违反组织纪律行为的处分,,,,下级党组织拒不执行或者擅自改变上级党组织决定的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
72,分则,对违反组织纪律行为的处分,,,,拒不执行党组织的分配、调动、交流等决定的，给予警告、严重警告或者撤销党内职务处分。 在特殊时期或者紧急状况下，拒不执行党组织决定的，给予留党察看或者开除党籍处分。
73,分则,对违反组织纪律行为的处分,,,,有下列行为之一，情节较重的，给予警告或者严重警告处分： （一）违反个人有关事项报告规定，隐瞒不报的； （二）在组织进行谈话、函询时，不如实向组织说明问题的； （三）不按要求报告或者不如实报告个人去向的； （四）不如实填报个人档案资料的。 篡改、伪造个人档案资料的，给予严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。 隐瞒入党前严重错误的，一般应当予以除名；对入党后表现尚好的，给予严重警告、撤销党内职务或者留党察看处分。
74,分则,对违反组织纪律行为的处分,,,,党员领导干部违反有关规定组织、参加自发成立的老乡会、校友会、战友会等，情节严重的，给予警告、严重警告或者撤销党内职务处分。
75,分则,对违反组织纪律行为的处分,,,,有下列行为之一的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）在民主推荐、民主测评、组织考察和党内选举中搞拉票、助选等非组织活动的； （二）在法律规定的投票、选举活动中违背组织原则搞非组织活动，组织、怂恿、诱使他人投票、表决的； （三）在选举中进行其他违反党章、其他党内法规和有关章程活动的。 搞有组织的拉票贿选，或者用公款拉票贿选的，从重或者加重处分。
76,分则,对违反组织纪律行为的处分,,,,在干部选拔任用工作中，有任人唯亲、排斥异己、封官许愿、说情干预、跑官要官、突击提拔或者调整干部等违反干部选拔任用规定行为，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 用人失察失误造成严重后果的，对直接责任者和领导责任者，依照前款规定处理。
77,分则,对违反组织纪律行为的处分,,,,在干部、职工的录用、考核、职务晋升、职称评定和征兵、安置复转军人等工作中，隐瞒、歪曲事实真相，或者利用职权或者职务上的影响违反有关规定为本人或者其他人谋取利益的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 弄虚作假，骗取职务、职级、职称、待遇、资格、学历、学位、荣誉或者其他利益的，依照前款规定处理。
78,分则,对违反组织纪律行为的处分,,,,侵犯党员的表决权、选举权和被选举权，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。 以强迫、威胁、欺骗、拉拢等手段，妨害党员自主行使表决权、选举权和被选举权的，给予撤销党内职务、留党察看或者开除党籍处分。
79,分则,对违反组织纪律行为的处分,,,,有下列行为之一的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）对批评、检举、控告进行阻挠、压制，或者将批评、检举、控告材料私自扣压、销毁，或者故意将其泄露给他人的； （二）对党员的申辩、辩护、作证等进行压制，造成不良后果的； （三）压制党员申诉，造成不良后果的，或者不按照有关规定处理党员申诉的； （四）有其他侵犯党员权利行为，造成不良后果的。 对批评人、检举人、控告人、证人及其他人员打击报复的，从重或者加重处分。 党组织有上述行为的，对直接责任者和领导责任者，依照第一款规定处理。
80,分则,对违反组织纪律行为的处分,,,,违反党章和其他党内法规的规定，采取弄虚作假或者其他手段把不符合党员条件的人发展为党员，或者为非党员出具党员身份证明的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。 违反有关规定程序发展党员的，对直接责任者和领导责任者，依照前款规定处理。
81,分则,对违反组织纪律行为的处分,,,,违反有关规定取得外国国籍或者获取国（境）外永久居留资格、长期居留许可的，给予撤销党内职务、留党察看或者开除党籍处分。
82,分则,对违反组织纪律行为的处分,,,,违反有关规定办理因私出国（境）证件、前往港澳通行证，或者未经批准出入国（边）境，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务处分；情节严重的，给予留党察看处分。
83,分则,对违反组织纪律行为的处分,,,,驻外机构或者临时出国（境）团（组）中的党员擅自脱离组织，或者从事外事、机要、军事等工作的党员违反有关规定同国（境）外机构、人员联系和交往的，给予警告、严重警告或者撤销党内职务处分。
84,分则,对违反组织纪律行为的处分,,,,驻外机构或者临时出国（境）团（组）中的党员，脱离组织出走时间不满六个月又自动回归的，给予撤销党内职务或者留党察看处分；脱离组织出走时间超过六个月的，按照自行脱党处理，党内予以除名。 故意为他人脱离组织出走提供方便条件的，给予警告、严重警告或者撤销党内职务处分。
85,分则,对违反廉洁纪律行为的处分,,,,党员干部必须正确行使人民赋予的权力，清正廉洁，反对任何滥用职权、谋求私利的行为。 利用职权或者职务上的影响为他人谋取利益，本人的配偶、子女及其配偶等亲属和其他特定关系人收受对方财物，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。
86,分则,对违反廉洁纪律行为的处分,,,,相互利用职权或者职务上的影响为对方及其配偶、子女及其配偶等亲属、身边工作人员和其他特定关系人谋取利益搞权权交易的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
