index,tag1,tag2,tag3,tag4,tag5,article
30,计划生育技术服务,,,,,国家建立婚前保健、孕产期保健制度，防止或者减少出生缺陷，提高出生婴儿健康水平。
31,,,,,,各级人民政府应当采取措施，保障公民享有计划生育技术服务，提高公民的生殖健康水平。
32,,,,,,地方各级人民政府应当合理配置、综合利用卫生资源，建立、健全由计划生育技术服务机构和从事计划生育技术服务的医疗、保健机构组成的计划生育技术服务网络，改善技术服务设施和条件，提高技术服务水平。
33,,,,,,计划生育技术服务机构和从事计划生育技术服务的医疗、保健机构应当在各自的职责范围内，针对育龄人群开展人口与计划生育基础知识宣传教育，对已婚育龄妇女开展孕情检查、随访服务工作，承担计划生育、生殖保健的咨询、指导和技术服务。
34,,,,,,计划生育技术服务人员应当指导实行计划生育的公民选择安全、有效、适宜的避孕措施。对已生育子女的夫妻，提倡选择长效避孕措施。国家鼓励计划生育新技术、新药具的研究、应用和推广。
35,,,,,,严禁利用超声技术和其他技术手段进行非医学需要的胎儿性别鉴定；严禁非医学需要的选择性别的人工终止妊娠。
36,法律责任,,,,,违反本法规定，有下列行为之一的，由计划生育行政部门或者卫生行政部门依据职权责令改正，给予警告，没收违法所得；违法所得一万元以上的，处违法所得二倍以上六倍以下的罚款；没有违法所得或者违法所得不足一万元的，处一万元以上三万元以下的罚款；情节严重的，由原发证机关吊销执业证书；构成犯罪的，依法追究刑事责任：（一）非法为他人施行计划生育手术的；（二）利用超声技术和其他技术手段为他人进行非医学需要的胎儿性别鉴定或者选择性别的人工终止妊娠的；（三）进行假医学鉴定、出具假计划生育证明的。
37,,,,,,伪造、变造、买卖计划生育证明，由计划生育行政部门没收违法所得，违法所得五千元以上的，处违法所得二倍以上十倍以下的罚款；没有违法所得或者违法所得不足五千元的，处五千元以上二万元以下的罚款；构成犯罪的，依法追究刑事责任。以不正当手段取得计划生育证明的，由计划生育行政部门取消其计划生育证明；出具证明的单位有过错的，对直接负责的主管人员和其他直接责任人员依法给予行政处分。
38,,,,,,计划生育技术服务人员违章操作或者延误抢救、诊治，造成严重后果的，依照有关法律、行政法规的规定承担相应的法律责任。
39,,,,,,国家机关工作人员在计划生育工作中，有下列行为之一，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，依法给予行政处分；有违法所得的，没收违法所得：（一）侵犯公民人身权、财产权和其他合法权益的；（二）滥用职权、玩忽职守、徇私舞弊的；（三）索取、收受贿赂的；（四）截留、克扣、挪用、贪污计划生育经费或者社会抚养费的；（五）虚报、瞒报、伪造、篡改或者拒报人口与计划生育统计数据的。
40,,,,,,违反本法规定，不履行协助计划生育管理义务的，由有关地方人民政府责令改正，并给予通报批评；对直接负责的主管人员和其他直接责任人员依法给予行政处分。
41,,,,,,不符合本法第十八条规定生育子女的公民，应当依法缴纳社会抚养费。未在规定的期限内足额缴纳应当缴纳的社会抚养费的，自欠缴之日起，按照国家有关规定加收滞纳金；仍不缴纳的，由作出征收决定的计划生育行政部门依法向人民法院申请强制执行。
42,,,,,,按照本法第四十一条规定缴纳社会抚养费的人员，是国家工作人员的，还应当依法给予行政处分；其他人员还应当由其所在单位或者组织给予纪律处分。
43,,,,,,拒绝、阻碍计划生育行政部门及其工作人员依法执行公务的，由计划生育行政部门给予批评教育并予以制止；构成违反治安管理行为的，依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。
44,,,,,,公民、法人或者其他组织认为行政机关在实施计划生育管理过程中侵犯其合法权益，可以依法申请行政复议或者提起行政诉讼。
45,附则,,,,,流动人口计划生育工作的具体管理办法、计划生育技术服务的具体管理办法和社会抚养费的征收管理办法，由国务院制定。
46,,,,,,中国人民解放军执行本法的具体办法，由中央军事委员会依据本法制定。
47,,,,,,本法自2002年9月1日起施行。
