index,tag1,tag2,tag3,tag4,tag5,article
18,,,,,,受害人遭受人身损害，因就医治疗支出的各项费用以及因误工减少的收入，包括医疗费、误工费、护理费、交通费、住宿费、住院伙食补助费、必要的营养费，赔偿义务人应当予以赔偿。受害人因伤致残的，其因增加生活上需要所支出的必要费用以及因丧失劳动能力导致的收入损失，包括残疾赔偿金、残疾辅助器具费、被扶养人生活费，以及因康复护理、继续治疗实际发生的必要的康复费、护理费、后续治疗费，赔偿义务人也应当予以赔偿。受害人死亡的，赔偿义务人除应当根据抢救治疗情况赔偿本条第一款规定的相关费用外，还应当赔偿丧葬费、被扶养人生活费、死亡补偿费以及受害人亲属办理丧葬事宜支出的交通费、住宿费和误工损失等其他合理费用。
19,,,,,,受害人或者死者近亲属遭受精神损害，赔偿权利人向人民法院请求赔偿精神损害抚慰金的，适用《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》予以确定。精神损害抚慰金的请求权，不得让与或者继承。但赔偿义务人已经以书面方式承诺给予金钱赔偿，或者赔偿权利人已经向人民法院起诉的除外。
20,,,,,,医疗费根据医疗机构出具的医药费、住院费等收款凭证，结合病历和诊断证明等相关证据确定。赔偿义务人对治疗的必要性和合理性有异议的，应当承担相应的举证责任。医疗费的赔偿数额，按照一审法庭辩论终结前实际发生的数额确定。器官功能恢复训练所必要的康复费、适当的整容费以及其他后续治疗费，赔偿权利人可以待实际发生后另行起诉。但根据医疗证明或者鉴定结论确定必然发生的费用，可以与已经发生的医疗费一并予以赔偿。
21,,,,,,误工费根据受害人的误工时间和收入状况确定。误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。
22,,,,,,护理费根据护理人员的收入状况和护理人数、护理期限确定。护理人员有收入的，参照误工费的规定计算；护理人员没有收入或者雇佣护工的，参照当地护工从事同等级别护理的劳务报酬标准计算。护理人员原则上为一人，但医疗机构或者鉴定机构有明确意见的，可以参照确定护理人员人数。护理期限应计算至受害人恢复生活自理能力时止。受害人因残疾不能恢复生活自理能力的，可以根据其年龄、健康状况等因素确定合理的护理期限，但最长不超过二十年。受害人定残后的护理，应当根据其护理依赖程度并结合配制残疾辅助器具的情况确定护理级别。
23,,,,,,交通费根据受害人及其必要的陪护人员因就医或者转院治疗实际发生的费用计算。交通费应当以正式票据为凭；有关凭据应当与就医地点、时间、人数、次数相符合。
24,,,,,,住院伙食补助费可以参照当地国家机关一般工作人员的出差伙食补助标准予以确定。受害人确有必要到外地治疗，因客观原因不能住院，受害人本人及其陪护人员实际发生的住宿费和伙食费，其合理部分应予赔偿。
25,,,,,,营养费根据受害人伤残情况参照医疗机构的意见确定。
26,,,,,,残疾赔偿金根据受害人丧失劳动能力程度或者伤残等级，按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，自定残之日起按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。受害人因伤致残但实际收入没有减少，或者伤残等级较轻但造成职业妨害严重影响其劳动就业的，可以对残疾赔偿金作相应调整。
27,,,,,,残疾辅助器具费按照普通适用器具的合理费用标准计算。伤情有特殊需要的，可以参照辅助器具配制机构的意见确定相应的合理费用标准。辅助器具的更换周期和赔偿期限参照配制机构的意见确定。
28,,,,,,丧葬费按照受诉法院所在地上一年度职工月平均工资标准，以六个月总额计算。
29,,,,,,被扶养人生活费根据扶养人丧失劳动能力程度，按照受诉法院所在地上一年度城镇居民人均消费性支出和农村居民人均年生活消费支出标准计算。被扶养人为未成年人的，计算至十八周岁；被扶养人无劳动能力又无其他生活来源的，计算二十年。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。被扶养人是指受害人依法应当承担扶养义务的未成年人或者丧失劳动能力又无其他生活来源的成年近亲属。被扶养人还有其他扶养人的，赔偿义务人只赔偿受害人依法应当负担的部分。被扶养人有数人的，年赔偿总额累计不超过上一年度城镇居民人均消费性支出额或者农村居民人均年生活消费支出额。
30,,,,,,死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。
31,,,,,,赔偿权利人举证证明其住所地或者经常居住地城镇居民人均可支配收入或者农村居民人均纯收入高于受诉法院所在地标准的，残疾赔偿金或者死亡赔偿金可以按照其住所地或者经常居住地的相关标准计算。被扶养人生活费的相关计算标准，依照前款原则确定。
32,,,,,,人民法院应当按照民法通则第一百三十一条以及本解释第二条的规定，确定第十九条至第二十九条各项财产损失的实际赔偿金额。前款确定的物质损害赔偿金与按照第十八条第一款规定确定的精神损害抚慰金，原则上应当一次性给付。
33,,,,,,超过确定的护理期限、辅助器具费给付年限或者残疾赔偿金给付年限，赔偿权利人向人民法院起诉请求继续给付护理费、辅助器具费或者残疾赔偿金的，人民法院应予受理。赔偿权利人确需继续护理、配制辅助器具，或者没有劳动能力和生活来源的，人民法院应当判令赔偿义务人继续给付相关费用五至十年。
34,,,,,,赔偿义务人请求以定期金方式给付残疾赔偿金、被扶养人生活费、残疾辅助器具费的，应当提供相应的担保。人民法院可以根据赔偿义务人的给付能力和提供担保的情况，确定以定期金方式给付相关费用。但一审法庭辩论终结前已经发生的费用、死亡赔偿金以及精神损害抚慰金，应当一次性给付。
35,,,,,,人民法院应当在法律文书中明确定期金的给付时间、方式以及每期给付标准。执行期间有关统计数据发生变化的，给付金额应当适时进行相应调整。定期金按照赔偿权利人的实际生存年限给付，不受本解释有关赔偿期限的限制。
36,,,,,,本解释所称“城镇居民人均可支配收入”、“农村居民人均纯收入”、“城镇居民人均消费性支出”、“农村居民人均年生活消费支出”、“职工平均工资”，按照政府统计部门公布的各省、自治区、直辖市以及经济特区和计划单列市上一年度相关统计数据确定。“上一年度”，是指一审法庭辩论终结时的上一统计年度。
37,,,,,,本解释自2004年5月1日起施行。2004年5月1日后新受理的一审人身损害赔偿案件，适用本解释的规定。已经作出生效裁判的人身损害赔偿案件依法再审的，不适用本解释的规定。在本解释公布施行之前已经生效施行的司法解释，其内容与本解释不一致的，以本解释为准。
,,,,,,　　
