index,tag1,tag2,tag3,tag4,tag5,article
23,,,,,,申请执行人依照民事诉讼法第二百零四条规定提起诉讼的，由执行法院管辖。
24,,,,,,人民法院依照民事诉讼法第二百零四条规定裁定对异议标的中止执行后，申请执行人自裁定送达之日起十五日内未提起诉讼的，人民法院应当裁定解除已经采取的执行措施。
25,,,,,,申请执行人依照民事诉讼法第二百零四条规定提起诉讼的，执行法院应当依照诉讼程序审理。经审理，理由不成立的，判决驳回其诉讼请求；理由成立的，根据申请执行人的诉讼请求作出相应的裁判。
26,,,,,,多个债权人对同一被执行人申请执行或者对执行财产申请参与分配的，执行法院应当制作财产分配方案，并送达各债权人和被执行人。债权人或者被执行人对分配方案有异议的，应当自收到分配方案之日起十五日内向执行法院提出书面异议。
27,,,,,,债权人或者被执行人对分配方案提出书面异议的，执行法院应当通知未提出异议的债权人或被执行人。未提出异议的债权人、被执行人收到通知之日起十五日内未提出反对意见的，执行法院依异议人的意见对分配方案审查修正后进行分配；提出反对意见的，应当通知异议人。异议人可以自收到通知之日起十五日内，以提出反对意见的债权人、被执行人为被告，向执行法院提起诉讼；异议人逾期未提起诉讼的，执行法院依原分配方案进行分配。诉讼期间进行分配的，执行法院应当将与争议债权数额相应的款项予以提存。
28,,,,,,在申请执行时效期间的最后六个月内，因不可抗力或者其他障碍不能行使请求权的，申请执行时效中止。从中止时效的原因消除之日起，申请执行时效期间继续计算。
29,,,,,,申请执行时效因申请执行、当事人双方达成和解协议、当事人一方提出履行要求或者同意履行义务而中断。从中断时起，申请执行时效期间重新计算。
30,,,,,,生效法律文书规定债务人负有不作为义务的，申请执行时效期间从债务人违反不作为义务之日起计算。
31,,,,,,执行员依照民事诉讼法第二百一十六条规定立即采取强制执行措施的，可以同时或者自采取强制执行措施之日起三日内发送执行通知书。
32,,,,,,人民法院依照民事诉讼法第二百一十七条规定责令被执行人报告财产情况的，应当向其发出报告财产令。报告财产令中应当写明报告财产的范围、报告财产的期间、拒绝报告或者虚假报告的法律后果等内容。
33,,,,,,被执行人依照民事诉讼法第二百一十七条的规定，应当书面报告下列财产情况：（一）收入、银行存款、现金、有价证券；（二）土地使用权、房屋等不动产；（三）交通运输工具、机器设备、产品、原材料等动产；（四）债权、股权、投资权益、基金、知识产权等财产性权利；（五）其他应当报告的财产。被执行人自收到执行通知之日前一年至当前财产发生变动的，应当对该变动情况进行报告。被执行人在报告财产期间履行全部债务的，人民法院应当裁定终结报告程序。
34,,,,,,被执行人报告财产后，其财产情况发生变动，影响申请执行人债权实现的，应当自财产变动之日起十日内向人民法院补充报告。
35,,,,,,对被执行人报告的财产情况，申请执行人请求查询的，人民法院应当准许。申请执行人对查询的被执行人财产情况，应当保密。
36,,,,,,对被执行人报告的财产情况，执行法院可以依申请执行人的申请或者依职权调查核实。
37,,,,,,依照民事诉讼法第二百三十一条规定对被执行人限制出境的，应当由申请执行人向执行法院提出书面申请；必要时，执行法院可以依职权决定。
38,,,,,,被执行人为单位的，可以对其法定代表人、主要负责人或者影响债务履行的直接责任人员限制出境。被执行人为无民事行为能力人或者限制民事行为能力人的，可以对其法定代理人限制出境。
39,,,,,,在限制出境期间，被执行人履行法律文书确定的全部债务的，执行法院应当及时解除限制出境措施；被执行人提供充分、有效的担保或者申请执行人同意的，可以解除限制出境措施。
40,,,,,,依照民事诉讼法第二百三十一条的规定，执行法院可以依职权或者依申请执行人的申请，将被执行人不履行法律文书确定义务的信息，通过报纸、广播、电视、互联网等媒体公布。媒体公布的有关费用，由被执行人负担；申请执行人申请在媒体公布的，应当垫付有关费用。
41,,,,,,本解释施行前本院公布的司法解释与本解释不一致的，以本解释为准。
