index,tag1,tag2,tag3,tag4,tag5,article
,,,,,,司法鉴定人进行鉴定，应当对鉴定过程进行实时记录并签名。记录可以采取笔记、录音、录像、拍照等方式。记录的内容应当真实、客观、准确、完整、清晰，记录的文本或者音像载体应当妥善保存。
,,,,,,司法鉴定人在进行鉴定的过程中，需要对女性作妇科检查的，应当由女性司法鉴定人进行；无女性司法鉴定人的，应当有女性工作人员在场。在鉴定过程中需要对未成年人的身体进行检查的，应当通知其监护人到场。对被鉴定人进行法医精神病鉴定的，应当通知委托人或者被鉴定人的近亲属或者监护人到场。对需要到现场提取检材的，应当由不少于2名司法鉴定人提取，并通知委托人到场见证。对需要进行尸体解剖的，应当通知委托人或者死者的近亲属或者监护人到场见证。
,,,,,,司法鉴定机构在进行鉴定的过程中，遇有特别复杂、疑难、特殊技术问题的，可以向本机构以外的相关专业领域的专家进行咨询，但最终的鉴定意见应当由本机构的司法鉴定人出具。
,,,,,,司法鉴定机构应当在与委托人签订司法鉴定协议书之日起30个工作日内完成委托事项的鉴定。鉴定事项涉及复杂、疑难、特殊的技术问题或者检验过程需要较长时间的，经本机构负责人批准，完成鉴定的时间可以延长，延长时间一般不得超过30个工作日。司法鉴定机构与委托人对完成鉴定的时限另有约定的，从其约定。在鉴定过程中补充或者重新提取鉴定材料所需的时间，不计入鉴定时限。
,,,,,,司法鉴定机构在进行鉴定过程中，遇有下列情形之一的，可以终止鉴定：（一）发现委托鉴定事项的用途不合法或者违背社会公德的；（二）委托人提供的鉴定材料不真实或者取得方式不合法的；（三）因鉴定材料不完整、不充分或者因鉴定材料耗尽、损坏，委托人不能或者拒绝补充提供符合要求的鉴定材料的；（四）委托人的鉴定要求或者完成鉴定所需的技术要求超出本机构技术条件和鉴定能力的；（五）委托人不履行司法鉴定协议书规定的义务或者被鉴定人不予配合，致使鉴定无法继续进行的；（六）因不可抗力致使鉴定无法继续进行的；（七）委托人撤销鉴定委托或者主动要求终止鉴定的；（八）委托人拒绝支付鉴定费用的；（九）司法鉴定协议书约定的其他终止鉴定的情形。终止鉴定的，司法鉴定机构应当书面通知委托人，说明理由，并退还鉴定材料。　终止鉴定的，司法鉴定机构应当根据终止的原因及责任，酌情退还有关鉴定费用。
,,,,,,有下列情形之一的，司法鉴定机构可以根据委托人的请求进行补充鉴定：（一）委托人增加新的鉴定要求的；（二）委托人发现委托的鉴定事项有遗漏的；（三）委托人在鉴定过程中又提供或者补充了新的鉴定材料的；（四）其他需要补充鉴定的情形。补充鉴定是原委托鉴定的组成部分。
,,,,,,有下列情形之一的，司法鉴定机构可以接受委托进行重新鉴定：（一）原司法鉴定人不具有从事原委托事项鉴定执业资格的；（二）原司法鉴定机构超出登记的业务范围组织鉴定的；（三）原司法鉴定人按规定应当回避没有回避的；（四）委托人或者其他诉讼当事人对原鉴定意见有异议，并能提出合法依据和合理理由的；（五）法律规定或者人民法院认为需要重新鉴定的其他情形。接受重新鉴定委托的司法鉴定机构的资质条件，一般应当高于原委托的司法鉴定机构。
,,,,,,重新鉴定，应当委托原鉴定机构以外的列入司法鉴定机构名册的其他司法鉴定机构进行；委托人同意的，也可以委托原司法鉴定机构，由其指定原司法鉴定人以外的其他符合条件的司法鉴定人进行。
,,,,,,进行重新鉴定，有下列情形之一的，司法鉴定人应当回避：（一）有本通则第二十条第一款规定情形的；（二）参加过同一鉴定事项的初次鉴定的；（三）在同一鉴定事项的初次鉴定过程中作为专家提供过咨询意见的。
,,,,,,委托的鉴定事项完成后，司法鉴定机构可以指定专人对该项鉴定的实施是否符合规定的程序、是否采用符合规定的技术标准和技术规范等情况进行复核，发现有违反本通则规定情形的，司法鉴定机构应当予以纠正。
,,,,,,对于涉及重大案件或者遇有特别复杂、疑难、特殊的技术问题的鉴定事项，根据司法机关的委托或者经其同意，司法鉴定主管部门或者司法鉴定行业组织可以组织多个司法鉴定机构进行鉴定，具体办法另行规定。
,司法鉴定文书的出具,,,,,司法鉴定机构和司法鉴定人在完成委托的鉴定事项后，应当向委托人出具司法鉴定文书。司法鉴定文书包括司法鉴定意见书和司法鉴定检验报告书。司法鉴定文书的制作应当符合统一规定的司法鉴定文书格式。
,,,,,,司法鉴定文书应当由司法鉴定人签名或者盖章。多人参加司法鉴定，对鉴定意见有不同意见的，应当注明。司法鉴定文书应当加盖司法鉴定机构的司法鉴定专用章。　司法鉴定机构出具的司法鉴定文书一般应当一式3份，2份交委托人收执，1份由本机构存档。
,,,,,,司法鉴定机构应当按照有关规定或者与委托人约定的方式，向委托人发送司法鉴定文书。
,,,,,,委托人对司法鉴定机构的鉴定过程或者所出具的鉴定意见提出询问的，司法鉴定人应当给予解释和说明。
,,,,,,司法鉴定机构完成委托的鉴定事项后，应当按照规定将司法鉴定文书以及在鉴定过程中形成的有关材料整理立卷，归档保管。
,附则,,,,,本通则是司法鉴定机构和司法鉴定人进行司法鉴定活动应当遵守和采用的一般程序规则，不同专业领域的鉴定事项对其程序有特殊要求的，可以另行制定或者从其规定。
,,,,,,本通则自2007年10月1日起施行。司法部2001年8月31日发布的《司法鉴定程序通则（试行）》（司发通〔2001〕092号）同时废止。
