index,tag1,tag2,tag3,tag4,tag5,article
17,,,,,,以国家机关、社会团体、企业事业组织的名义组织或者参加集会、游行、示威，必须经本单位负责人批准。
18,集会游行示威的举行,,,,,对于依法举行的集会、游行、示威，主管机关应当派出人民警察维持交通秩序和社会秩序，保障集会、游行、示威的顺利进行。
19,,,,,,依法举行的集会、游行、示威，任何人不得以暴力、胁迫或者其他非法手段进行扰乱、冲击和破坏。
20,,,,,,为了保障依法举行的游行的行进，负责维持交通秩序的人民警察可以临时变通执行交通规则的有关规定。
21,,,,,,游行在行进中遇有不可预料的情况，不能按照许可的路线行进时，人民警察现场负责人有权改变游行队伍的行进路线。
22,,,,,,集会、游行、示威在国家机关、军事机关、广播电台、电视台、外国驻华使馆领馆所在地举行或者经过的，主管机关为了维持秩序，可以在附近设置临时警戒线，未经人民警察许可，不得逾越。
23,,,,,,在下列场所周边距离十米内至三百米内，不得举行集会、游行、示威，经国务院或者省、自治区、直辖市的人民政府批准的除外：全国人民代表大会常务委员会、国务院、中央军事委员会、最高人民法院、最高人民检察院的所在地；国宾下榻处；重要军事设施；航空港、火车站和港口。前款所列场所的具体周边距离，由省、自治区、直辖市的人民政府规定。
24,,,,,,举行集会、游行、示威的时间限于早六时至晚十时，经当地人民政府决定或者批准的除外。
25,,,,,,集会、游行、示威按照许可的目的、方式、标语、口号、起止时间、地点、路线及其他事项进行。集会、游行、示威的负责人必须负责维持集会、游行、示威的秩序，并严格防止其他人加入。集会、游行、示威的负责人在必要时，应当指定专人协助人民警察维持秩序。负责维持秩序的人员应当佩戴标志。
26,,,,,,举行集会、游行、示威，不得违反治安管理法规，不得进行犯罪活动或者煽动犯罪。
27,,,,,,举行集会、游行、示威，有下列情形之一的，人民警察应当予以制止：未依照本法规定申请或者申请未获许可的；未按照主管机关许可的目的、方式、标语、口号、起止时间、地点、路线进行的；在进行中出现危害公共安全或者严重破坏社会秩序情况的。有前款所列情形之一，不听制止的，人民警察现场负责人有权命令解散；拒不解散的，人民警察现场负责人有权依照国家有关规定决定采取必要措施强行驱散，并对拒不服从的人员强行带离现场或者立即予以拘留。参加集会、游行、示威的人员越过依照本法第二十二条规定设置的临时警戒线、进入本法第二十三条所列不得举行集会、游行、示威的特定场所周边一定范围或者有其他违法犯罪行为的，人民警察可以将其强行带离现场或者立即予以拘留。
28,法律责任,,,,,举行集会、游行、示威，有违反治安管理行为的，依照治安管理处罚法有关规定予以处罚。举行集会、游行、示威，有下列情形之一的，公安机关可以对其负责人和直接责任人员处以警告或者十五日以下拘留：未依照本法规定申请或者申请未获许可的；未按照主管机关许可的目的、方式、标语、口号、起止时间、地点、路线进行，不听制止的；
29,,,,,,举行集会、游行、示威，有犯罪行为的，依照刑法有关规定追究刑事责任。携带武器、管制刀具或者爆炸物的，依照刑法有关规定追究刑事责任。未依照本法规定申请或者申请未获许可，或者未按照主管机关许可的起止时间、地点、路线进行，又拒不服从解散命令，严重破坏社会秩序的，依照刑法有关规定追究刑事责任。包围、冲击国家机关，致使国家机关的公务活动或者国事活动不能正常进行的，依照刑法有关规定追究刑事责任。占领公共场所，拦截车辆行人或者聚众堵塞交通，严重破坏公共场所秩序、交通秩序的，依照刑法有关规定追究刑事责任。
30,,,,,,扰乱、冲击或者以其他方法破坏依法举行的集会、游行、示威的，公安机关可以处以警告或者十五日以下拘留，情节严重，构成犯罪的，依照刑法有关规定追究刑事责任。
31,,,,,,当事人对公安机关依照本法第二十八条第二款或者第三十条的规定给予的拘留处罚决定不服的，可以自接到处罚决定通知之日起五日内，向上一级公安机关提出申诉，上一级公安机关裁定不服的，可以自接到裁决通知之日起五日内，向人民法院提起诉讼。
32,,,,,,在集会、游行、示威过程中，破坏公私财物或者侵害他人身体造成伤亡的，除依照刑法或者治安管理处罚法的有关规定可以予以处罚外，还应当承担赔偿责任。
33,,,,,,公民在本人居住地以外的城市发动、组织当地公民的集会、游行、示威的，公安机关有权予以拘留或者强行遣回原地。
34,附则,,,,,外国人在中国境内举行集会、游行、示威，适用本法的规定。外国人在中国境内未经主管机关批准不得参加中国公民举行的集会、游行、示威。
35,,,,,,国务院公安部门可以根据本法制定实施条例，报国务院批准施行。省、自治区、直辖市的人民代表大会常务委员会可以根据本法制定实施办法。
