index,tag1,tag2,tag3,tag4,tag5,article
12,第三章选择专业机构与委托,,,,,选择鉴定、检验、评估、审计专业机构，指定破产清算管理人实行协商选择与随机选择相结合的方式。选择拍卖专业机构实行随机选择的方式。凡需要由人民法院依职权指定的案件由最高人民法院司法辅助工作部门按照随机的方式，选择对外委托的专业机构，然后进行指定。
13,,,,,,司法辅助工作部门专门人员收案后，除第十一条第二款的情况外，应当在3个工作日内采取书面、电传等有效方式，通知当事人按指定的时间、地点选择专业机构或专家。
14,,,,,,当事人不按时到场，也未在规定期间内以书面形式表达意见的，视为放弃选择专业机构的权利。
15,,,,,,选择专业机构在司法辅助工作部门专门人员的主持下进行，选择结束后，当事人阅读选择专业机构笔录，并在笔录上签字。
16,,,,,,协商选择程序如下：（一）专门人员告知当事人在选择程序中的权利、义务；（二）专门人员向当事人介绍《名册》中相关专业的所有专业机构或专家的情况。当事人听取介绍后协商选择双方认可的专业机构或专家，并告知专门人员和监督、协调员；（三）当事人协商一致选择名册以外的专业机构或专家的，司法辅助工作部门应对选择的专业机构进行资质、诚信、能力的程序性审查，并告知双方应承担的委托风险；（四）审查中发现专业机构或专家没有资质或有违法违规行为的，应当要求双方当事人重新选择；（五）发现双方当事人选择有可能损害国家利益、集体利益或第三方利益的，应当终止协商选择程序，采用随机选择方式：（六）有下列情形之一的，采用随机选择方式：I、当事人都要求随机选择的；2、当事人双方协商不一致的；3、一方当事人表示放弃协商选择权利，或一方当事人无故缺席的。
17,,,,,,随机选择程序主要有两种：（一）计算机随机法：I、计算机随机法应当统一使用最高人民法院确定的随机软件；2、选择前，专门人员应当向当事人介绍随机软件原理、操作过程等基本情况，并进行操作演示：3、专门人员从计算机预先录入的《名册》中选择所有符合条件的专业机构或专家列入候选名单；4、启动随机软件，最终选定的候选者当选。（二）抽签法：1、专门人员向当事人说明抽签的方法及相关事项：2、专门人员根据移送案件的需要，从《名册》中选出全部符合要求的候选名单，并分别赋予序号；3、当事人全部到场的，首先确定做签者和抽签者，由专门人员采用抛硬币的方法确定一方的当事人为做签者，另外一方当事人为抽签者。做签者按候选者的序号做签，抽签者抽签后当场交给专门人员验签。专门人员验签后应当将余签向当事人公示；4、当事人一方不能到场的，由专门人员做签，到场的当事人抽签。当事人抽签后，专门人员当场验签确定，并将余签向当事人公示。
18,,,,,,名册中的专业机构仅有一家时，在不违反回避规定的前提下，即为本案的专业机构。
19,,,,,,专业机构或专家确定后，当事人应当签字确认。对没有到场的当事人应先通过电话、传真送达，再邮寄送达。
20,,,,,,采用指定方法选择的，司法辅助工作部门负责人到场监督，专门人员应向当事人出示《名册》中所有相关专业机构或专家的名单，由专门人员采用计算机随机法、抽签法中的一种方法选择专业机构或专家。
21,,,,,,指定选择时，对委托要求超出《名册》范围的，专门人员应根据委托要求从具有相关专业资质的专业机构或专家中选取，并征求当事人意见。当事人也可以向本院提供相关专业机构或专家的信息，经专门人员审查认为符合委托条件的，应当听取其他当事人意见。
22,,,,,,重大、疑难、复杂案件的委托事项，选择专业机构或专家时，应邀请院领导或纪检监察部门和审判、执行部门人员到场监督。
23,,,,,,应当事人或合议庭的要求，对重大、疑难、复杂或涉及多学科的专门性问题，司法技术辅助工作部门可委托有资质的专业机构组织相关学科的专家进行鉴定。组织鉴定由3名以上总数为单数的专家组组成。
24,,,,,,专业机构确定后，监督、协调员应在3个工作日内通知专业机构审查材料，专业机构审查材料后同意接受委托的，办理委托手续，并由专业机构出具接受材料清单交监督、协调员存留。审查材料后不接受委托的，通知当事人在3个工作日内重新选择或者由司法辅助工作部门重新指定。
25,,,,,,向非拍卖类专业机构出具委托书时，应当明确委托要求、委托期限、送检材料、违约责任，以及标的物的名称、规格、数量等情况。向拍卖机构出具委托书时，应当明确拍卖标的物的来源、存在的瑕疵、拍卖保留价、保证金及价款的支付方式、期限，写明对标的物瑕疵不承担担保责任，并附有该案的民事判决书、执行裁定书、拍卖标的物清单及评估报告复印件等文书资料。委托书应当统一加盖最高人民法院司法辅助工作部门对外委托专用章。
26,,,,,,司法精神疾病鉴定在正式对外委托前，监督、协调员应当根据委托要求和专业机构鉴定所需的被鉴定人基本情况，做委托前的先期调查工作，将所调查的材料与其它委托材料一并交专业机构。监督、协调员应在调查材料上签名。
27,,,,,,监督、协调员向专业机构办理移交手续后，应于3个工作日内通知双方当事人，按指定时间、地点在监督、协调员主持下与专业机构商谈委托费用。委托费用主要由当事人与专业机构协商，委托费用数额应结合案件实际情况，以参照行业标准为主，协商为辅的方式进行，监督、协调员不得干涉。报价悬殊较大时，监督、协调员可以调解。对故意乱要价的要制止。确定委托费用数额后，交费一方当事人于3个工作日内将委托费用交付委托方。对于当事人无故逾期不缴纳委托费用的，可中止委托，并书面告知专业机构；当事人即时缴纳委托费用的，仍由原专业机构继续进行鉴定。
28,,,,,,对于商谈后不能确定委托费用的，监督、协调员应告知双方当事人可重新启动选择专业机构程序，重新选择专业机构。公诉案件的对外委托费用在人民法院的预算费用中支付。
29,第四章监督协调,,,,,专业机构接受委托后，监督、协调员应当审查专业机构专家的专业、执业资格，对不具有相关资质的应当要求换人。专业机构坚持指派不具有资质的专家从事委托事项的，经司法辅助工作部门负责人批准后撤回对该机构的委托，重新选择专业机构。
30,,,,,,对外委托的案件需要勘验现场的，监督、协调员应提前3个工作日通知专业机构和当事人。任何一方当事人无故不到场的，不影响勘验工作的进行。勘验应制作勘验笔录。
31,,,,,,需要补充材料的，应由监督、协调员通知审判或执行部门依照法律法规提供。补充的材料须经法庭质证确认或主办法官审核签字。当事人私自向专业机构或专家个人送交的材料不得作为鉴定的依据。
32,,,,,,专业机构出具报告初稿，送交监督、协调员。需要听证的，监督、协调员应在3个工作日内通知专业机构及当事人进行听证，并做好记录。对报告初稿有异议的当事人，应在规定期限内提出证据和书面材料，期限由监督、协调员根据案情确定，最长不得超过l0个工作日。
33,,,,,,对当事人提出的异议及证据材料，专业机构应当认真审查，自主决定是否采纳，并说明理由。需要进行调查询问时，由监督、协调员与专业机构共同进行，专业机构不得单独对当事人进行调查询问。
34,,,,,,专业机构一般应在接受委托后的30个工作日内完成工作，重大、疑难、复杂的案件在60个工作日内完成。因委托中止在规定期限内不能完成，需要延长期限的，专业机构应当提交书面申请，并按法院重新确定的时间完成受委托工作。
35,,,,,,专业机构在规定时间内没有完成受委托的工作，经二次延长时间后仍不能完成的，应终止委托，收回委托材料及全部委托费用，并通知当事人重新选择专业机构。对不能按时完成委托工作的专业机构，一年内不再向其委托。
36,,,,,,对外委托拍卖案件时，监督、协调员应当履行以下职责：（一）审查拍卖师执业资格；（二）监督拍卖展示是否符合法律规定；（三）监督拍卖机构是否按照拍卖期限发布拍卖公告；并对拍卖公告的内容进行审核；（四）检查拍卖人对竞买人的登记记录；（五）审查拍卖人是否就拍卖标的物瑕疵向竞买人履行了告知义务；（六）定向拍卖时审查竞买人的资格或者条件；（七）审查优先购买权人的权利是否得到保障；（八）拍卖多项财产时，其中部分财产卖得的价款足以清偿债务和支付相关费用的，审查对剩余财产的拍卖是否符合规定；对不可分或分别拍卖可能严重减损其价值的，监督拍卖机构是否采用了合并拍卖的方式；（九）审查是否有暂缓、撤回、停止拍卖的情况出现；（十）拍卖成交后，监督买受人是否在规定期限内交付价款；（十一）审核拍卖报告的内容及所附材料是否全面妥当；（十二）监督拍卖机构是否有其他违反法律法规的行为。
37,第五章结案,,,,,对外委托案件应当以出具鉴定报告、审计报告、评估报告、清算报告等报告形式结案，或者以拍卖成交、流拍、变卖、终止委托或不予委托的方式结案。
38,,,,,,以出具报告形式结案的，监督、协调员应在收到正式报告后5个工作日内制作委托工作报告，载明委托部门或单位、委托内容及要求、选择专业机构的方式方法、专业机构的工作过程、对其监督情况等事项，报告书由监督、协调员署名；经司法辅助工作部门负责人签发后加盖司法辅助工作部门印章；填写案件移送清单，与委托材料、委托结论报告、委托工作报告等一并送负责收案的专门人员，由其移送委托方。
39,,,,,,具有下列情形之一，影响对外委托工作期限的，应当中止委托：（一）确因环境因素（如台风、高温）暂时不能进行鉴定工作的：（二）暂时无法进行现场勘验的；（三）暂时无法获取必要的资料的；（四）其他情况导致对外委托工作暂时无法进行的。
40,,,,,,具有下列情形之一的，应当终结对外委托：（一）无法获取必要材料的；（二）申请人不配合的：（三）当事人撤诉或调解结案的；（四）其它情况致使委托事项无法进行的。
41,,,,,,中止对外委托和终结对外委托的，都应向审判、执行部门出具正式的说明书。
42,第六章编制与管理人民法院专业机构、专家名册,,,,,法医、物证、声像资料三类鉴定的专业机构名册从司法行政管理部门编制的名册中选录编制。其他类别的专业机构、专家名册由相关行业协会或主管部门推荐，按照公开、公平、择优的原则选录编制。名册中同专业的专业机构应不少于3个，同专业的专业机构不足3个的除外。
43,,,,,,司法辅助工作部门应对名册中的专业机构、专家履行义务的情况进行监督。对不履行法定义务或者违反相关规定的专业机构，司法辅助工作部门应当及时予以指正，视情节轻重，停止其一次至多次候选资格；对乱收鉴定费、故意出具错误鉴定结论、不依法履行出庭义务的，撤销其入册资格，通报给司法行政管理部门和行业协会或行业主管部门；对情节恶劣，造成严重后果的，应报有关部门追究其法律责任。
44,第七章回避,,,,,监督、协调员有下列情形之一的，应当主动申请回避，当事人也有权申请回避：（一）是本案的当事人或者当事人的近亲属的；（二）本人或其近亲属和本案有利害关系的；（三）本人或其近亲属担任过本案的证人、鉴定人、勘验人、辩护人或诉讼代理人的；（四）本人的近亲属在将要选择的相关类专业机构工作的；（五）向本案的当事人推荐专业机构的；（六）与本案当事人有其他关系，可能影响对案件进行公正处理的。
45,,,,,,监督、协调员有第四十四条规定的回避情形的，应在1个工作日内主动提出回避申请，报司法辅助工作部门负责人审批。
46,,,,,,发现专业机构有需要回避的情形时，监督、协调员应向司法辅助工作部门负责人提出重新选择专业机构的建议，由司法辅助工作部门负责人批准后重新选择专业机构。专业机构的承办人员有回避情形的，监督、协调员应当要求专业机构更换承办人员。
47,第八章附则,,,,,法院工作人员在对外委托司法辅助工作中有以下行为的，按照《人民法院违法审判责任追究办法（试行）》和《人民法院审判纪律处分办法（试行）》追究责任：（一）泄露审判机密：（二）要求当事人选择某一专业机构：（三）与专业机构或当事人恶意串通损害他人合法权益：（四）接受当事人或专业机构的吃请、钱物等不正当利益；（五）违反工作程序或故意不作为；（六）未经司法辅助工作部门擅自对外委托；（七）其他违法违纪行为。构成犯罪的，依法追究其刑事责任。
48,,,,,,本规定自2007年9月l日施行。
